0.0000E+00,0.0000E+00,0.00E+00,5.10E-01,0.0000E+00,0.0000E+00,Michael Fassbender
0.0000E+00,5.6009E-03,0.00E+00,4.22E-01,0.0000E+00,0.0000E+00,Denzel Washington
0.0000E+00,0.0000E+00,0.00E+00,4.37E-01,0.0000E+00,0.0000E+00,Catherine Zeta-Jones
0.0000E+00,0.0000E+00,0.00E+00,4.98E-01,0.0000E+00,0.0000E+00,Jessica Biel
9.8839E-02,8.6003E-02,3.91E-03,3.81E-01,4.3924E-04,5.2215E-03,Russell Crowe
0.0000E+00,0.0000E+00,0.00E+00,5.72E-01,0.0000E+00,7.1354E-03,Mila Kunis
1.3147E-02,1.0485E-02,0.00E+00,4.69E-01,0.0000E+00,1.1631E-02,Dakota Fanning
3.8455E-03,0.0000E+00,0.00E+00,5.76E-01,0.0000E+00,0.0000E+00,Anne Hathaway
2.2524E-03,1.3873E-03,0.00E+00,5.28E-01,1.2026E-02,1.4948E-02,Jennifer Aniston
0.0000E+00,4.0754E-01,1.86E-03,0.00E+00,2.9661E-03,4.5234E-04,France national football team
1.5342E-03,6.0816E-01,5.22E-04,6.25E-03,1.1844E-03,4.4007E-04,Cristiano Ronaldo
5.3882E-03,2.6501E-01,5.39E-04,1.87E-02,6.3865E-03,2.9010E-03,Arsenal F.C.
0.0000E+00,6.4490E-01,0.00E+00,0.00E+00,0.0000E+00,0.0000E+00,Radamel Falcao
0.0000E+00,6.0890E-01,0.00E+00,0.00E+00,0.0000E+00,0.0000E+00,Zlatan Ibrahimović
0.0000E+00,3.4368E-01,0.00E+00,0.00E+00,3.9779E-03,0.0000E+00,Colombia national football team
6.1051E-03,3.1531E-01,1.55E-02,0.00E+00,5.0624E-03,4.7434E-03,2014 FIFA World Cup qualification
6.4737E-03,2.1332E-01,9.49E-03,4.57E-02,1.7191E-02,9.5206E-03,Football
7.9915E-03,4.6759E-01,0.00E+00,2.43E-02,0.0000E+00,0.0000E+00,Neymar
0.0000E+00,6.4281E-01,0.00E+00,2.36E-03,0.0000E+00,0.0000E+00,Franck Ribéry
0.0000E+00,0.0000E+00,0.00E+00,0.00E+00,4.7708E-01,0.0000E+00,Tonsillitis
0.0000E+00,0.0000E+00,0.00E+00,0.00E+00,4.9425E-01,0.0000E+00,Hepatitis B
0.0000E+00,2.9906E-04,2.14E-03,0.00E+00,3.8178E-01,5.8378E-03,Doxycycline
0.0000E+00,0.0000E+00,0.00E+00,5.65E-03,5.4224E-01,0.0000E+00,Leukemia
1.7806E-03,7.8440E-04,1.42E-02,4.60E-04,4.2430E-01,0.0000E+00,Gout
0.0000E+00,0.0000E+00,0.00E+00,0.00E+00,5.1139E-01,0.0000E+00,Hepatitis C
0.0000E+00,0.0000E+00,3.28E-03,0.00E+00,3.7288E-01,0.0000E+00,Prednisone
0.0000E+00,2.6208E-04,3.61E-02,2.32E-04,2.3051E-01,0.0000E+00,Fever
1.1252E-02,2.1232E-03,1.61E-02,1.02E-02,3.2546E-01,3.7588E-02,Gabapentin
0.0000E+00,0.0000E+00,0.00E+00,0.00E+00,4.1896E-01,3.5770E-04,Lymphoma
3.0837E-01,0.0000E+00,0.00E+00,0.00E+00,0.0000E+00,0.0000E+00,Chad Kroeger
3.6818E-01,0.0000E+00,0.00E+00,0.00E+00,0.0000E+00,0.0000E+00,Nate Ruess
3.9795E-01,2.8170E-02,3.67E-03,1.70E-02,1.9597E-03,2.1164E-02,The Wanted
3.7580E-01,2.0752E-03,0.00E+00,3.72E-02,0.0000E+00,5.8593E-03,Stevie Nicks
4.3804E-01,0.0000E+00,0.00E+00,0.00E+00,0.0000E+00,0.0000E+00,Arctic Monkeys
4.5789E-01,0.0000E+00,0.00E+00,0.00E+00,0.0000E+00,0.0000E+00,Black Sabbath
2.7548E-01,4.4695E-03,0.00E+00,5.30E-02,0.0000E+00,1.9100E-02,Skrillex
4.4520E-01,0.0000E+00,0.00E+00,0.00E+00,5.4870E-03,0.0000E+00,Red Hot Chili Peppers
2.9275E-01,1.3366E-02,1.14E-02,1.05E-02,1.8770E-01,9.2397E-03,Sepsis
3.7827E-01,1.4397E-02,0.00E+00,9.85E-02,1.3590E-02,0.0000E+00,Adam Levine
